City,State,Speed,Company,Cord,Code,Longitude,Latitude
Ceará-Mirim,RN,81.24,VIVO,"[-35.4285, -5.6385]",2402600,-35.4285,-5.6385
Cedral,MA,57.01,CLARO,"[-44.5095, -2.0115]",2103109,-44.5095,-2.0115
Cedral,SP,66.05,CLARO,"[-49.2795, -20.8935]",3511300,-49.2795,-20.8935
Cedro,CE,55.8,CLARO,"[-39.0465, -6.5925]",2303808,-39.0465,-6.5925
Cedro,PE,48.66,VIVO,"[-39.2355, -7.7175]",2604304,-39.2355,-7.7175
Cedro de São João,SE,43.13,CLARO,"[-36.8775, -10.2555]",2801603,-36.8775,-10.2555
Cedro do Abaeté,MG,14.69,VIVO,"[-45.7155, -19.1475]",3115607,-45.7155,-19.1475
Centenário,RS,52.15,VIVO,"[-51.9975, -27.7605]",4305116,-51.9975,-27.7605
Centenário,TO,18.81,CLARO,"[-47.3355, -8.9595]",1704105,-47.3355,-8.9595
Centenário do Sul,PR,57.39,CLARO,"[-51.5925, -22.8105]",4105102,-51.5925,-22.8105
Central,BA,42.47,VIVO,"[-42.1065, -11.1285]",2907608,-42.1065,-11.1285
Central de Minas,MG,65.75,VIVO,"[-41.2605, -18.8145]",3115706,-41.2605,-18.8145
Central do Maranhão,MA,36.95,CLARO,"[-44.8335, -2.1915]",2103125,-44.8335,-2.1915
Centralina,MG,64.26,VIVO,"[-49.1985, -18.5895]",3115805,-49.1985,-18.5895
Centro Novo do Maranhão,MA,38.8,CLARO,"[-46.1205, -2.1375]",2103174,-46.1205,-2.1375
Centro do Guilherme,MA,54.55,CLARO,"[-46.0395, -2.4435]",2103158,-46.0395,-2.4435
Cerejeiras,RO,83.92,VIVO,"[-60.8175, -13.1895]",1100056,-60.8175,-13.1895
Ceres,GO,58.47,VIVO,"[-49.5945, -15.2955]",5205406,-49.5945,-15.2955
Cerqueira César,SP,78.15,CLARO,"[-49.1535, -23.0355]",3511409,-49.1535,-23.0355
Cerquilho,SP,87.94,CLARO,"[-47.7315, -23.1885]",3511508,-47.7315,-23.1885
Cerrito,RS,41.18,VIVO,"[-52.8165, -31.8555]",4305124,-52.8165,-31.8555
Cerro Azul,PR,23.52,TIM,"[-49.4685, -24.8445]",4105201,-49.4685,-24.8445
Cerro Branco,RS,11.31,VIVO,"[-52.9335, -29.6685]",4305132,-52.9335,-29.6685
Cerro Corá,RN,57.16,TIM,"[-36.3555, -6.0525]",2402709,-36.3555,-6.0525
Cerro Grande,RS,26.08,CLARO,"[-53.1675, -27.6075]",4305157,-53.1675,-27.6075
Cerro Grande do Sul,RS,31.7,VIVO,"[-51.7545, -30.5955]",4305173,-51.7545,-30.5955
Cerro Largo,RS,59.17,VIVO,"[-54.7515, -28.1475]",4305207,-54.7515,-28.1475
Cerro Negro,SC,39.65,TIM,"[-50.8725, -27.7965]",4204178,-50.8725,-27.7965
Cesário Lange,SP,59.19,VIVO,"[-47.8845, -23.2605]",3511607,-47.8845,-23.2605
Cezarina,GO,88.42,VIVO,"[-49.7745, -16.9695]",5205455,-49.7745,-16.9695
Chalé,MG,69.63,VIVO,"[-41.6925, -20.0475]",3116001,-41.6925,-20.0475
Chapada,RS,62.4,VIVO,"[-53.0685, -28.0665]",4305306,-53.0685,-28.0665
Chapada Gaúcha,MG,12.5,VIVO,"[-45.6255, -15.2955]",3116159,-45.6255,-15.2955
Chapada da Natividade,TO,34.52,CLARO,"[-47.7405, -11.6235]",1705102,-47.7405,-11.6235
Chapada de Areia,TO,77.77,VIVO,"[-49.1805, -10.1385]",1704600,-49.1805,-10.1385
Chapada do Norte,MG,74.69,VIVO,"[-42.6645, -17.0505]",3116100,-42.6645,-17.0505
Chapada dos Guimarães,MT,94.6,VIVO,"[-55.7415, -15.4665]",5103007,-55.7415,-15.4665
Chapadinha,MA,123.64,CLARO,"[-43.3755, -3.7125]",2103208,-43.3755,-3.7125
Chapadão do Céu,GO,66.61,CLARO,"[-52.6725, -18.3915]",5205471,-52.6725,-18.3915
Chapadão do Lageado,SC,46.23,TIM,"[-49.5495, -27.5895]",4204194,-49.5495,-27.5895
Chapadão do Sul,MS,47.88,VIVO,"[-52.6185, -18.7785]",5002951,-52.6185,-18.7785
Chapecó,SC,89.21,VIVO,"[-52.6095, -27.1035]",4204202,-52.6095,-27.1035
Charqueada,SP,60.66,VIVO,"[-47.7675, -22.5135]",3511706,-47.7675,-22.5135
Charqueadas,RS,76.47,VIVO,"[-51.6375, -29.9835]",4305355,-51.6375,-29.9835
Charrua,RS,93.65,VIVO,"[-52.0155, -27.9585]",4305371,-52.0155,-27.9585
Chaval,CE,20.51,CLARO,"[-41.2425, -3.0285]",2303907,-41.2425,-3.0285
Chavantes,SP,65.95,VIVO,"[-49.7385, -23.0625]",3557204,-49.7385,-23.0625
Chaves,PA,3.28,CLARO,"[-49.9815, -0.1665]",1502509,-49.9815,-0.1665
Chiador,MG,58.36,VIVO,"[-43.0605, -21.9915]",3116209,-43.0605,-21.9915
Chiapetta,RS,76.13,VIVO,"[-53.9325, -27.9225]",4305405,-53.9325,-27.9225
Chopinzinho,PR,56.96,CLARO,"[-52.5285, -25.8525]",4105409,-52.5285,-25.8525
Chorozinho,CE,37.71,CLARO,"[-38.4975, -4.2975]",2303956,-38.4975,-4.2975
Chorrochó,BA,16.345,VIVO,"[-39.1005, -8.9775]",2907707,-39.1005,-8.9775
Choró,CE,71.44,VIVO,"[-39.0825, -4.6575]",2303931,-39.0825,-4.6575
Chupinguaia,RO,91.97,CLARO,"[-60.9075, -12.5415]",1100924,-60.9075,-12.5415
Chuvisca,RS,31.53,VIVO,"[-51.9795, -30.7575]",4305447,-51.9795,-30.7575
Chuí,RS,62.01,CLARO,"[-53.4555, -33.6915]",4305439,-53.4555,-33.6915
Chácara,MG,43.29,VIVO,"[-43.2315, -21.6585]",3115904,-43.2315,-21.6585
Chã Grande,PE,46.35,VIVO,"[-35.4645, -8.2395]",2604502,-35.4645,-8.2395
Chã Preta,AL,19.16,CLARO,"[-36.2925, -9.2565]",2701902,-36.2925,-9.2565
Chã de Alegria,PE,36.78,CLARO,"[-35.2215, -7.9965]",2604403,-35.2215,-7.9965
Cianorte,PR,78.84,CLARO,"[-52.6005, -23.6475]",4105508,-52.6005,-23.6475
Cidade Gaúcha,PR,56.75,CLARO,"[-52.9515, -23.3865]",4105607,-52.9515,-23.3865
Cidade Ocidental,GO,70.19,VIVO,"[-47.7945, -16.0605]",5205497,-47.7945,-16.0605
Cidelândia,MA,33.16,CLARO,"[-47.7945, -5.1705]",2103257,-47.7945,-5.1705
Cidreira,RS,52.03,CLARO,"[-50.2155, -30.1635]",4305454,-50.2155,-30.1635
Cipotânea,MG,27.69,VIVO,"[-43.3575, -20.9115]",3116308,-43.3575,-20.9115
Cipó,BA,53.22,VIVO,"[-38.5065, -11.0925]",2907905,-38.5065,-11.0925
Ciríaco,RS,70.18,VIVO,"[-51.8715, -28.3455]",4305504,-51.8715,-28.3455
Claraval,MG,42.16,VIVO,"[-47.2815, -20.3985]",3116407,-47.2815,-20.3985
Claro dos Poções,MG,41.18,VIVO,"[-44.2395, -16.9335]",3116506,-44.2395,-16.9335
Clementina,SP,52.33,CLARO,"[-50.4495, -21.5595]",3511904,-50.4495,-21.5595
Clevelândia,PR,40.81,TIM,"[-52.4115, -26.3205]",4105706,-52.4115,-26.3205
Cláudia,MT,51.32,VIVO,"[-54.8775, -11.5065]",5103056,-54.8775,-11.5065
Cláudio,MG,58.29,CLARO,"[-44.7705, -20.4435]",3116605,-44.7705,-20.4435
Coaraci,BA,26.14,CLARO,"[-39.5415, -14.6385]",2908002,-39.5415,-14.6385
Coari,AM,20.56,TIM,"[-63.1395, -4.1085]",1301209,-63.1395,-4.1085
Cocal,PI,13.11,TIM,"[-41.5575, -3.4605]",2202703,-41.5575,-3.4605
Cocal de Telha,PI,58.14,VIVO,"[-41.9715, -4.5495]",2202711,-41.9715,-4.5495
Cocal do Sul,SC,47.27,CLARO,"[-49.3245, -28.6065]",4204251,-49.3245,-28.6065
Cocalinho,MT,29.76,CLARO,"[-50.9985, -14.3955]",5103106,-50.9985,-14.3955
Cocalzinho de Goiás,GO,144.87,VIVO,"[-48.3525, -15.7185]",5205513,-48.3525,-15.7185
Cocos,BA,26.78,CLARO,"[-44.5455, -14.1795]",2908101,-44.5455,-14.1795
Codajás,AM,11.25,VIVO,"[-62.0595, -3.8385]",1301308,-62.0595,-3.8385
Codó,MA,64.35,CLARO,"[-44.3565, -4.8645]",2103307,-44.3565,-4.8645
Coelho Neto,MA,49.45,CLARO,"[-43.0245, -4.2705]",2103406,-43.0245,-4.2705
Coimbra,MG,38.45,CLARO,"[-42.7995, -20.8575]",3116704,-42.7995,-20.8575
Coité do Nóia,AL,17.94,VIVO,"[-36.5805, -9.6435]",2702009,-36.5805,-9.6435
Coivaras,PI,16.83,CLARO,"[-42.2055, -5.0895]",2202737,-42.2055,-5.0895
Colares,PA,44.58,CLARO,"[-48.2805, -0.9315]",1502608,-48.2805,-0.9315
Colatina,ES,58.59,CLARO,"[-40.7025, -19.5255]",3201506,-40.7025,-19.5255
Colina,SP,81.91,VIVO,"[-48.5325, -20.7045]",3512001,-48.5325,-20.7045
Colinas,MA,35.26,CLARO,"[-44.2575, -6.0255]",2103505,-44.2575,-6.0255
Colinas,RS,22.6,CLARO,"[-51.8715, -29.3895]",4305587,-51.8715,-29.3895
Colinas do Sul,GO,20.29,VIVO,"[-48.0825, -14.1525]",5205521,-48.0825,-14.1525
Colinas do Tocantins,TO,69.16,VIVO,"[-48.4605, -8.0595]",1705508,-48.4605,-8.0595
Colméia,TO,68.11,CLARO,"[-48.7485, -8.7345]",1716703,-48.7485,-8.7345
Colniza,MT,18.34,TIM,"[-59.2155, -9.4635]",5103254,-59.2155,-9.4635
Colombo,PR,221.11,TIM,"[-49.1985, -25.3485]",4105805,-49.1985,-25.3485
Colorado,PR,36.6,CLARO,"[-51.9705, -22.8375]",4105904,-51.9705,-22.8375
Colorado,RS,31.44,CLARO,"[-52.9875, -28.5255]",4305603,-52.9875,-28.5255
Colorado do Oeste,RO,55.03,CLARO,"[-60.5385, -13.1265]",1100064,-60.5385,-13.1265
Coluna,MG,77.33,CLARO,"[-42.8355, -18.2385]",3116803,-42.8355,-18.2385
Colíder,MT,38.04,VIVO,"[-55.4535, -10.7955]",5103205,-55.4535,-10.7955
Colômbia,SP,40.72,VIVO,"[-48.6945, -20.1825]",3512100,-48.6945,-20.1825
Colônia Leopoldina,AL,19.17,CLARO,"[-35.7165, -8.9145]",2702108,-35.7165,-8.9145
Colônia do Gurguéia,PI,51.8,CLARO,"[-43.7985, -8.1855]",2202752,-43.7985,-8.1855
Colônia do Piauí,PI,39.95,CLARO,"[-42.1785, -7.2315]",2202778,-42.1785,-7.2315
Combinado,TO,38.56,CLARO,"[-46.5435, -12.8115]",1705557,-46.5435,-12.8115
Comendador Gomes,MG,63.01,VIVO,"[-49.0815, -19.6965]",3116902,-49.0815,-19.6965
Comendador Levy Gasparian,RJ,26.03,CLARO,"[-43.2675, -22.0185]",3300951,-43.2675,-22.0185
Comendador Levy Gasparian,RJ,26.03,VIVO,"[-43.2045, -22.0275]",3300951,-43.2045,-22.0275
Comercinho,MG,73.17,CLARO,"[-41.8005, -16.2945]",3117009,-41.8005,-16.2945
Comodoro,MT,71.02,CLARO,"[-59.7825, -13.6575]",5103304,-59.7825,-13.6575
Conceição,PB,37.49,TIM,"[-38.5065, -7.5645]",2504405,-38.5065,-7.5645
Conceição da Aparecida,MG,1.89,VIVO,"[-46.2015, -21.1005]",3117108,-46.2015,-21.1005
Conceição da Barra,ES,96.835,VIVO,"[-39.7305, -18.5985]",3201605,-39.7305,-18.5985
Conceição da Barra de Minas,MG,59.1,VIVO,"[-44.4825, -21.1365]",3115201,-44.4825,-21.1365
Conceição da Feira,BA,54.71,VIVO,"[-39.0015, -12.4965]",2908200,-39.0015,-12.4965
Conceição das Alagoas,MG,43.07,CLARO,"[-48.3885, -19.9125]",3117306,-48.3885,-19.9125
Conceição das Pedras,MG,33.88,VIVO,"[-45.4545, -22.1625]",3117207,-45.4545,-22.1625
Conceição de Ipanema,MG,45.4,VIVO,"[-41.6925, -19.9305]",3117405,-41.6925,-19.9305
Conceição de Macabu,RJ,30.4,CLARO,"[-41.8725, -22.0905]",3301405,-41.8725,-22.0905
Conceição do Almeida,BA,58.44,VIVO,"[-39.1725, -12.7755]",2908309,-39.1725,-12.7755
Conceição do Araguaia,PA,46.55,VIVO,"[-49.6125, -8.2125]",1502707,-49.6125,-8.2125
Conceição do Canindé,PI,25.72,CLARO,"[-41.5935, -7.8705]",2202802,-41.5935,-7.8705
Conceição do Castelo,ES,20.49,VIVO,"[-41.2515, -20.3805]",3201704,-41.2515,-20.3805
Conceição do Coité,BA,53.12,CLARO,"[-39.1905, -11.4525]",2908408,-39.1905,-11.4525
Conceição do Jacuípe,BA,41.63,VIVO,"[-38.7495, -12.3345]",2908507,-38.7495,-12.3345
Conceição do Lago-Açu,MA,15.45,CLARO,"[-44.8965, -3.8385]",2103554,-44.8965,-3.8385
Conceição do Mato Dentro,MG,55.78,VIVO,"[-43.5375, -19.0665]",3117504,-43.5375,-19.0665
Conceição do Pará,MG,16.02,CLARO,"[-44.8965, -19.7505]",3117603,-44.8965,-19.7505
Conceição do Rio Verde,MG,72.66,CLARO,"[-45.0855, -21.8835]",3117702,-45.0855,-21.8835
Conceição dos Ouros,MG,74.72,CLARO,"[-45.7965, -22.4235]",3117801,-45.7965,-22.4235
Conchal,SP,62.24,VIVO,"[-47.1735, -22.3245]",3512209,-47.1735,-22.3245
Conchas,SP,54.63,VIVO,"[-48.0105, -23.0265]",3512308,-48.0105,-23.0265
Concórdia,SC,67.45,CLARO,"[-52.0245, -27.2475]",4204301,-52.0245,-27.2475
Concórdia do Pará,PA,28.42,VIVO,"[-47.9385, -2.0115]",1502756,-47.9385,-2.0115
Condado,PB,39.35,VIVO,"[-37.5975, -6.9075]",2504504,-37.5975,-6.9075
Condado,PE,41.84,CLARO,"[-35.1045, -7.5915]",2604601,-35.1045,-7.5915
Conde,BA,38.05,VIVO,"[-37.6245, -11.7945]",2908606,-37.6245,-11.7945
Conde,PB,54.76,VIVO,"[-34.8885, -7.2945]",2504603,-34.8885,-7.2945
Condeúba,BA,23.400000000000002,TIM,"[-41.9715, -14.8995]",2908705,-41.9715,-14.8995
Condor,RS,51.27,VIVO,"[-53.4825, -28.2105]",4305702,-53.4825,-28.2105
Confins,MG,112.12,TIM,"[-43.9605, -19.6335]",3117876,-43.9605,-19.6335
Confresa,MT,24.25,VIVO,"[-51.5655, -10.6605]",5103353,-51.5655,-10.6605
Congo,PB,39.36,TIM,"[-36.6615, -7.7985]",2504702,-36.6615,-7.7985
Congonhal,MG,52.16,CLARO,"[-46.0485, -22.1535]",3117900,-46.0485,-22.1535
Congonhas,MG,176.65499999999997,CLARO,"[-43.7445, -20.5515]",3118007,-43.7445,-20.5515
Congonhas do Norte,MG,53.37,VIVO,"[-43.6725, -18.8145]",3118106,-43.6725,-18.8145
Congonhinhas,PR,33.04,CLARO,"[-50.5395, -23.5575]",4106001,-50.5395,-23.5575
Conquista,MG,109.28,CLARO,"[-47.5425, -19.9485]",3118205,-47.5425,-19.9485
Conselheiro Lafaiete,MG,59.66,CLARO,"[-43.7535, -20.6505]",3118304,-43.7535,-20.6505
Conselheiro Mairinck,PR,80.64,CLARO,"[-50.1795, -23.6295]",4106100,-50.1795,-23.6295
Conselheiro Pena,MG,27.67,CLARO,"[-41.4765, -19.1835]",3118403,-41.4765,-19.1835
Consolação,MG,60.34,VIVO,"[-45.9225, -22.5495]",3118502,-45.9225,-22.5495
Constantina,RS,53.81,CLARO,"[-52.9965, -27.7335]",4305801,-52.9965,-27.7335
Contagem,MG,235.01,TIM,"[-44.0145, -19.8495]",3118601,-44.0145,-19.8495
Contenda,PR,59.09,VIVO,"[-49.5225, -25.6725]",4106209,-49.5225,-25.6725
Contendas do Sincorá,BA,72.19,CLARO,"[-41.0445, -13.7565]",2908804,-41.0445,-13.7565
Coqueiral,MG,48.35,VIVO,"[-45.3285, -21.1815]",3118700,-45.3285,-21.1815
Coqueiro Seco,AL,58.64,VIVO,"[-35.8065, -9.6435]",2702207,-35.8065,-9.6435
Coração de Jesus,MG,21.36,VIVO,"[-44.3925, -16.4925]",3118809,-44.3925,-16.4925
Coração de Maria,BA,48.6,VIVO,"[-38.7495, -12.2535]",2908903,-38.7495,-12.2535
Corbélia,PR,53.79,VIVO,"[-53.2935, -24.7995]",4106308,-53.2935,-24.7995
Cordeiro,RJ,49.02,VIVO,"[-42.3675, -22.0275]",3301504,-42.3675,-22.0275
Cordeirópolis,SP,53.77,CLARO,"[-47.4795, -22.4865]",3512407,-47.4795,-22.4865
Cordilheira Alta,SC,50.15,CLARO,"[-52.6365, -26.9955]",4204350,-52.6365,-26.9955
Cordisburgo,MG,59.71,VIVO,"[-44.2035, -19.1115]",3118908,-44.2035,-19.1115
Cordislândia,MG,65.97,VIVO,"[-45.6975, -21.8025]",3119005,-45.6975,-21.8025
Coreaú,CE,47.95,VIVO,"[-40.6575, -3.5505]",2304004,-40.6575,-3.5505
Coremas,PB,46.12,TIM,"[-37.9395, -7.0245]",2504801,-37.9395,-7.0245
Corguinho,MS,7.16,VIVO,"[-54.8325, -19.8225]",5003108,-54.8325,-19.8225
Coribe,BA,43.71,TIM,"[-44.4555, -13.8285]",2909109,-44.4555,-13.8285
Corinto,MG,58.54,CLARO,"[-44.4555, -18.3645]",3119104,-44.4555,-18.3645
Cornélio Procópio,PR,61.83,TIM,"[-50.6475, -23.1885]",4106407,-50.6475,-23.1885
Coroaci,MG,94.36,CLARO,"[-42.2865, -18.6345]",3119203,-42.2865,-18.6345
Coroados,SP,89.75,CLARO,"[-50.2785, -21.3525]",3512506,-50.2785,-21.3525
Coroatá,MA,69.92,VIVO,"[-44.1135, -4.1355]",2103604,-44.1135,-4.1355
Coromandel,MG,28.63,CLARO,"[-47.2005, -18.4725]",3119302,-47.2005,-18.4725
Coronel Barros,RS,68.95,VIVO,"[-54.0765, -28.3815]",4305871,-54.0765,-28.3815
Coronel Bicaco,RS,33.07,VIVO,"[-53.6985, -27.7155]",4305900,-53.6985,-27.7155
Coronel Domingos Soares,PR,9.81,CLARO,"[-52.0335, -26.2305]",4106456,-52.0335,-26.2305
Coronel Fabriciano,MG,65.83,CLARO,"[-42.5745, -19.5255]",3119401,-42.5745,-19.5255
Coronel Freitas,SC,42.32,CLARO,"[-52.6995, -26.9145]",4204400,-52.6995,-26.9145
Coronel José Dias,PI,38.37,VIVO,"[-42.4845, -8.8245]",2202851,-42.4845,-8.8245
Coronel João Sá,BA,37.09,VIVO,"[-37.9305, -10.2825]",2909208,-37.9305,-10.2825
Coronel Macedo,SP,63.6,VIVO,"[-49.3155, -23.6295]",3512605,-49.3155,-23.6295
Coronel Martins,SC,15.1,TIM,"[-52.6725, -26.5095]",4204459,-52.6725,-26.5095
Coronel Murta,MG,53.15,CLARO,"[-42.1785, -16.6185]",3119500,-42.1785,-16.6185
Coronel Pacheco,MG,62.6,VIVO,"[-43.2675, -21.5865]",3119609,-43.2675,-21.5865
Coronel Sapucaia,MS,34.0,VIVO,"[-55.5255, -23.2695]",5003157,-55.5255,-23.2695
Coronel Vivida,PR,31.68,CLARO,"[-52.5645, -25.9965]",4106506,-52.5645,-25.9965
Coronel Xavier Chaves,MG,40.45,CLARO,"[-44.2215, -21.0195]",3119708,-44.2215,-21.0195
Correia Pinto,SC,60.42,CLARO,"[-50.3595, -27.5895]",4204558,-50.3595,-27.5895
Corrente,PI,33.66,CLARO,"[-45.1665, -10.4355]",2202901,-45.1665,-10.4355
Correntes,PE,47.19,CLARO,"[-36.3285, -9.1305]",2604700,-36.3285,-9.1305
Correntina,BA,57.03,VIVO,"[-44.6445, -13.3425]",2909307,-44.6445,-13.3425
Cortês,PE,12.16,VIVO,"[-35.5455, -8.4735]",2604809,-35.5455,-8.4735
Corumbataí,SP,59.68,VIVO,"[-47.6775, -22.2885]",3512704,-47.6775,-22.2885
Corumbataí do Sul,PR,15.05,TIM,"[-52.1235, -24.1065]",4106555,-52.1235,-24.1065
Corumbaíba,GO,63.19,CLARO,"[-48.5595, -18.1395]",5205901,-48.5595,-18.1395
Corumbiara,RO,25.61,CLARO,"[-60.9615, -13.0005]",1100072,-60.9615,-13.0005
Corumbá,MS,61.79,CLARO,"[-57.6495, -19.0395]",5003207,-57.6495,-19.0395
Corumbá de Goiás,GO,85.31,CLARO,"[-48.8205, -15.9255]",5205802,-48.8205,-15.9255
Corupá,SC,56.88,VIVO,"[-49.2525, -26.4285]",4204509,-49.2525,-26.4285
Coruripe,AL,72.52,VIVO,"[-36.2745, -10.1205]",2702306,-36.2745,-10.1205
Cosmorama,SP,66.12,CLARO,"[-49.7745, -20.4795]",3512902,-49.7745,-20.4795
Cosmópolis,SP,51.66,CLARO,"[-47.2095, -22.6575]",3512803,-47.2095,-22.6575
Costa Marques,RO,72.44,CLARO,"[-64.2285, -12.4425]",1100080,-64.2285,-12.4425
Costa Rica,MS,57.7,VIVO,"[-53.1315, -18.5445]",5003256,-53.1315,-18.5445
Cotegipe,BA,36.43,VIVO,"[-44.2665, -12.0375]",2909406,-44.2665,-12.0375
Cotia,SP,215.075,TIM,"[-46.9305, -23.6025]",3513009,-46.9305,-23.6025
Cotiporã,RS,49.64,VIVO,"[-51.6915, -28.9935]",4305959,-51.6915,-28.9935
Cotriguaçu,MT,48.17,CLARO,"[-58.5675, -9.9135]",5103379,-58.5675,-9.9135
Couto Magalhães,TO,78.4,CLARO,"[-49.1805, -8.3565]",1706001,-49.1805,-8.3565
Couto de Magalhães de Minas,MG,31.12,VIVO,"[-43.4655, -18.0765]",3120102,-43.4655,-18.0765
Coxilha,RS,69.39,CLARO,"[-52.3035, -28.1205]",4305975,-52.3035,-28.1205
Coxim,MS,59.21,VIVO,"[-54.6795, -18.4995]",5003306,-54.6795,-18.4995
Crateús,CE,41.41,VIVO,"[-40.6755, -5.1885]",2304103,-40.6755,-5.1885
Crato,CE,83.8,CLARO,"[-39.4335, -7.2675]",2304202,-39.4335,-7.2675
Cravinhos,SP,60.63,TIM,"[-47.7315, -21.3345]",3513108,-47.7315,-21.3345
Cravolândia,BA,45.04,TIM,"[-39.8115, -13.3605]",2909505,-39.8115,-13.3605
Craíbas,AL,67.18,VIVO,"[-36.7605, -9.6255]",2702355,-36.7605,-9.6255
Criciúma,SC,131.395,VIVO,"[-49.3785, -28.6875]",4204608,-49.3785,-28.6875
Crissiumal,RS,63.8,VIVO,"[-54.1035, -27.4995]",4306007,-54.1035,-27.4995
Cristais,MG,60.29,VIVO,"[-45.5265, -20.8665]",3120201,-45.5265,-20.8665
Cristais Paulista,SP,90.33,VIVO,"[-47.4165, -20.4075]",3513207,-47.4165,-20.4075
Cristal,RS,114.51,CLARO,"[-52.0425, -31.0095]",4306056,-52.0425,-31.0095
Cristalina,GO,74.52,CLARO,"[-47.6055, -16.7445]",5206206,-47.6055,-16.7445
Cristalândia,TO,68.4,CLARO,"[-49.1895, -10.5975]",1706100,-49.1895,-10.5975
Cristalândia do Piauí,PI,3.26,VIVO,"[-45.1845, -10.6515]",2203008,-45.1845,-10.6515
Cristiano Otoni,MG,53.27,VIVO,"[-43.7985, -20.8485]",3120409,-43.7985,-20.8485
Cristianópolis,GO,86.46,VIVO,"[-48.7125, -17.2125]",5206305,-48.7125,-17.2125
Cristina,MG,51.62,CLARO,"[-45.2655, -22.2075]",3120508,-45.2655,-22.2075
Cristino Castro,PI,37.59,VIVO,"[-44.2215, -8.8155]",2203107,-44.2215,-8.8155
Cristinápolis,SE,57.01,CLARO,"[-37.7595, -11.4795]",2801702,-37.7595,-11.4795
Cristália,MG,24.44,VIVO,"[-42.8715, -16.7175]",3120300,-42.8715,-16.7175
Cristópolis,BA,51.29,VIVO,"[-44.4285, -12.2265]",2909703,-44.4285,-12.2265
Crisólita,MG,45.99,VIVO,"[-41.0895, -17.2755]",3120151,-41.0895,-17.2755
Crisópolis,BA,27.26,VIVO,"[-38.1555, -11.5065]",2909604,-38.1555,-11.5065
Crixás,GO,40.06,VIVO,"[-49.9725, -14.5395]",5206404,-49.9725,-14.5395
Crixás do Tocantins,TO,20.47,CLARO,"[-48.9195, -11.1015]",1706258,-48.9195,-11.1015
Croatá,CE,35.97,CLARO,"[-40.8645, -4.3515]",2304236,-40.8645,-4.3515
Cromínia,GO,94.67,CLARO,"[-49.3785, -17.2845]",5206503,-49.3785,-17.2845
Crucilândia,MG,52.22,VIVO,"[-44.3385, -20.3895]",3120607,-44.3385,-20.3895
Cruz,CE,78.72,VIVO,"[-40.4145, -2.8575]",2304251,-40.4145,-2.8575
Cruz Alta,RS,59.84,CLARO,"[-53.5905, -28.6425]",4306106,-53.5905,-28.6425
Cruz Machado,PR,27.69,CLARO,"[-51.3585, -26.0235]",4106803,-51.3585,-26.0235
Cruz das Almas,BA,103.86,CLARO,"[-39.1545, -12.6495]",2909802,-39.1545,-12.6495
Cruz do Espírito Santo,PB,57.99,VIVO,"[-35.0865, -7.1325]",2504900,-35.0865,-7.1325
Cruzeiro,SP,45.85,CLARO,"[-44.9595, -22.5585]",3513405,-44.9595,-22.5585
Cruzeiro da Fortaleza,MG,55.08,VIVO,"[-46.6695, -18.9495]",3120706,-46.6695,-18.9495
Cruzeiro do Iguaçu,PR,7.99,CLARO,"[-53.1225, -25.6185]",4106571,-53.1225,-25.6185
Cruzeiro do Oeste,PR,95.54,TIM,"[-53.0505, -23.8005]",4106605,-53.0505,-23.8005
Cruzeiro do Sul,AC,44.78,VIVO,"[-72.6795, -7.6005]",1200203,-72.6795,-7.6005
Cruzeiro do Sul,PR,17.77,TIM,"[-52.1505, -22.9725]",4106704,-52.1505,-22.9725
Cruzeiro do Sul,RS,51.07,VIVO,"[-51.9705, -29.4975]",4306205,-51.9705,-29.4975
Cruzeta,RN,18.56,CLARO,"[-36.7875, -6.4125]",2403004,-36.7875,-6.4125
Cruzália,SP,66.93,VIVO,"[-50.7915, -22.7475]",3513306,-50.7915,-22.7475
Cruzília,MG,32.13,VIVO,"[-44.8155, -21.8475]",3120805,-44.8155,-21.8475
Cubati,PB,11.28,VIVO,"[-36.3465, -6.8715]",2505006,-36.3465,-6.8715
Cubatão,SP,68.49333333333333,CLARO,"[-46.4265, -23.8905]",3513504,-46.4265,-23.8905
Cuiabá,MT,273.45,CLARO,"[-56.0295, -15.6015]",5103403,-56.0295,-15.6015
Cuitegi,PB,59.08,VIVO,"[-35.5275, -6.9075]",2505204,-35.5275,-6.9075
Cuité,PB,8.32,TIM,"[-36.1485, -6.4845]",2505105,-36.1485,-6.4845
Cuité de Mamanguape,PB,19.85,CLARO,"[-35.2485, -6.9165]",2505238,-35.2485,-6.9165
Cujubim,RO,73.58,CLARO,"[-62.5815, -9.3645]",1100940,-62.5815,-9.3645
Cumari,GO,3.76,TIM,"[-48.1545, -18.2655]",5206602,-48.1545,-18.2655
Cumaru,PE,71.43,VIVO,"[-35.7705, -8.1045]",2604908,-35.7705,-8.1045
Cumaru do Norte,PA,51.4,CLARO,"[-50.7645, -7.8075]",1502764,-50.7645,-7.8075
Cumbe,SE,43.41,VIVO,"[-37.1835, -10.3635]",2801900,-37.1835,-10.3635
Cunha,SP,64.39,VIVO,"[-44.9595, -23.0805]",3513603,-44.9595,-23.0805
Cunha Porã,SC,36.04,VIVO,"[-53.1765, -26.8965]",4204707,-53.1765,-26.8965
Cuparaque,MG,55.94,VIVO,"[-41.1165, -19.0125]",3120839,-41.1165,-19.0125
Cupira,PE,60.46,VIVO,"[-35.9595, -8.5995]",2605004,-35.9595,-8.5995
